,PCT,CRIME,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
152,26,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,685.0,552.0,568.0,542.0,559.0,526.0,433.0,364.0,446.0,379.0,379.0,283.0,319.0,342.0,289.0,306.0
153,28,FELONY POSSESSION STOLEN PROPERTY            ,25.0,33.0,35.0,14.0,13.0,21.0,20.0,18.0,13.0,17.0,12.0,8.0,6.0,5.0,15.0,8.0
154,28,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,114.0,80.0,102.0,153.0,157.0,218.0,149.0,145.0,193.0,136.0,85.0,82.0,96.0,71.0,109.0,113.0
155,28,ARSON                                 ,28.0,22.0,13.0,11.0,11.0,9.0,14.0,12.0,12.0,4.0,13.0,6.0,15.0,5.0,3.0,4.0
156,28,FELONY SEX CRIMES (3),7.0,19.0,17.0,12.0,12.0,21.0,15.0,8.0,12.0,11.0,9.0,4.0,14.0,11.0,15.0,11.0
157,28,FELONY DANGEROUS DRUGS  (1),806.0,666.0,805.0,811.0,809.0,757.0,643.0,697.0,819.0,697.0,702.0,476.0,413.0,505.0,412.0,261.0
158,28,FELONY DANGEROUS WEAPONS (2)        ,21.0,25.0,28.0,38.0,40.0,50.0,55.0,88.0,81.0,101.0,64.0,60.0,54.0,40.0,41.0,49.0
159,28,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,42.0,66.0,103.0,45.0,30.0,34.0,24.0,26.0,17.0,15.0,18.0,21.0,17.0,77.0,127.0,149.0
160,28,OTHER FELONIES (4),116.0,93.0,131.0,118.0,114.0,128.0,165.0,147.0,169.0,191.0,129.0,114.0,140.0,98.0,92.0,103.0
161,28,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,1159.0,1004.0,1234.0,1202.0,1186.0,1238.0,1085.0,1141.0,1316.0,1172.0,1032.0,771.0,755.0,812.0,814.0,698.0
162,30,FELONY POSSESSION STOLEN PROPERTY            ,99.0,78.0,49.0,37.0,36.0,24.0,27.0,17.0,17.0,9.0,2.0,6.0,7.0,8.0,8.0,10.0
163,30,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,164.0,109.0,82.0,79.0,137.0,137.0,118.0,92.0,76.0,90.0,74.0,70.0,92.0,73.0,72.0,73.0
164,30,ARSON                                 ,25.0,14.0,6.0,10.0,12.0,8.0,13.0,8.0,10.0,4.0,10.0,5.0,9.0,7.0,4.0,6.0
165,30,FELONY SEX CRIMES (3),22.0,16.0,16.0,22.0,19.0,16.0,24.0,12.0,7.0,5.0,14.0,7.0,16.0,15.0,14.0,13.0
166,30,FELONY DANGEROUS DRUGS  (1),3542.0,3204.0,2896.0,1576.0,1184.0,683.0,670.0,814.0,590.0,530.0,468.0,369.0,305.0,327.0,200.0,193.0
167,30,FELONY DANGEROUS WEAPONS (2)        ,86.0,57.0,77.0,38.0,62.0,38.0,60.0,61.0,58.0,70.0,50.0,47.0,41.0,66.0,41.0,51.0
168,30,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,70.0,143.0,160.0,38.0,49.0,23.0,20.0,25.0,61.0,27.0,33.0,17.0,17.0,25.0,28.0,33.0
169,30,OTHER FELONIES (4),405.0,275.0,194.0,179.0,135.0,123.0,109.0,143.0,152.0,190.0,125.0,113.0,101.0,148.0,140.0,108.0
170,30,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,4413.0,3896.0,3480.0,1979.0,1634.0,1052.0,1041.0,1172.0,971.0,925.0,776.0,634.0,588.0,669.0,507.0,487.0
171,32,FELONY POSSESSION STOLEN PROPERTY            ,21.0,45.0,45.0,29.0,28.0,15.0,14.0,12.0,16.0,15.0,8.0,12.0,12.0,8.0,12.0,11.0
172,32,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,52.0,46.0,64.0,86.0,127.0,145.0,138.0,114.0,160.0,133.0,140.0,122.0,143.0,117.0,105.0,102.0
173,32,ARSON                                 ,63.0,44.0,18.0,29.0,20.0,30.0,22.0,34.0,19.0,23.0,33.0,17.0,26.0,34.0,29.0,15.0
174,32,FELONY SEX CRIMES (3),23.0,33.0,37.0,21.0,24.0,28.0,21.0,17.0,19.0,19.0,20.0,26.0,23.0,19.0,15.0,21.0
175,32,FELONY DANGEROUS DRUGS  (1),1215.0,1194.0,1076.0,831.0,819.0,659.0,711.0,523.0,709.0,516.0,421.0,427.0,289.0,326.0,274.0,299.0
176,32,FELONY DANGEROUS WEAPONS (2)        ,61.0,80.0,98.0,74.0,112.0,87.0,131.0,140.0,217.0,213.0,131.0,118.0,95.0,107.0,74.0,72.0
177,32,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,85.0,156.0,181.0,89.0,97.0,107.0,113.0,83.0,79.0,92.0,66.0,79.0,47.0,51.0,106.0,116.0
178,32,OTHER FELONIES (4),176.0,167.0,228.0,237.0,225.0,220.0,260.0,293.0,281.0,305.0,246.0,192.0,186.0,208.0,172.0,160.0
179,32,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,1696.0,1765.0,1747.0,1396.0,1452.0,1291.0,1410.0,1216.0,1500.0,1316.0,1065.0,993.0,821.0,870.0,787.0,796.0
180,33,FELONY POSSESSION STOLEN PROPERTY            ,35.0,42.0,46.0,30.0,21.0,24.0,17.0,15.0,13.0,15.0,13.0,9.0,6.0,12.0,9.0,5.0
181,33,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,65.0,83.0,64.0,87.0,185.0,193.0,160.0,158.0,193.0,140.0,94.0,103.0,112.0,114.0,94.0,81.0
182,33,ARSON                                 ,21.0,16.0,5.0,11.0,15.0,23.0,10.0,12.0,9.0,6.0,4.0,3.0,10.0,1.0,2.0,9.0
183,33,FELONY SEX CRIMES (3),30.0,14.0,30.0,33.0,26.0,16.0,13.0,13.0,14.0,10.0,15.0,11.0,20.0,12.0,17.0,13.0
184,33,FELONY DANGEROUS DRUGS  (1),1276.0,729.0,1046.0,1127.0,1226.0,814.0,712.0,770.0,826.0,714.0,521.0,420.0,391.0,399.0,324.0,282.0
185,33,FELONY DANGEROUS WEAPONS (2)        ,48.0,44.0,45.0,25.0,35.0,35.0,38.0,58.0,67.0,62.0,40.0,40.0,43.0,50.0,39.0,77.0
186,33,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,108.0,213.0,232.0,88.0,89.0,109.0,116.0,83.0,172.0,85.0,25.0,18.0,16.0,17.0,33.0,104.0
187,33,OTHER FELONIES (4),191.0,180.0,151.0,110.0,102.0,117.0,114.0,158.0,152.0,132.0,85.0,51.0,56.0,68.0,77.0,79.0
188,33,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,1774.0,1321.0,1619.0,1511.0,1699.0,1331.0,1180.0,1267.0,1446.0,1164.0,797.0,655.0,654.0,673.0,595.0,650.0
189,34,FELONY POSSESSION STOLEN PROPERTY            ,23.0,16.0,35.0,37.0,35.0,24.0,23.0,20.0,18.0,13.0,18.0,15.0,14.0,8.0,13.0,17.0
190,34,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,99.0,55.0,64.0,84.0,217.0,224.0,150.0,154.0,149.0,127.0,140.0,168.0,177.0,232.0,145.0,197.0
191,34,ARSON                                 ,27.0,23.0,34.0,11.0,20.0,24.0,13.0,9.0,17.0,24.0,23.0,5.0,10.0,7.0,7.0,5.0
192,34,FELONY SEX CRIMES (3),10.0,21.0,24.0,29.0,22.0,27.0,18.0,15.0,18.0,14.0,20.0,13.0,14.0,17.0,20.0,16.0
193,34,FELONY DANGEROUS DRUGS  (1),861.0,373.0,515.0,486.0,625.0,558.0,504.0,593.0,496.0,464.0,401.0,408.0,322.0,308.0,249.0,242.0
194,34,FELONY DANGEROUS WEAPONS (2)        ,17.0,24.0,19.0,23.0,47.0,53.0,81.0,111.0,87.0,101.0,59.0,99.0,86.0,71.0,34.0,85.0
195,34,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,268.0,299.0,144.0,82.0,59.0,49.0,57.0,64.0,31.0,41.0,18.0,32.0,53.0,122.0,92.0,75.0
196,34,OTHER FELONIES (4),215.0,176.0,173.0,126.0,158.0,102.0,106.0,112.0,90.0,104.0,87.0,94.0,98.0,75.0,102.0,101.0
197,34,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,1520.0,987.0,1008.0,878.0,1183.0,1061.0,952.0,1078.0,906.0,888.0,766.0,834.0,774.0,840.0,662.0,738.0
198,40,FELONY POSSESSION STOLEN PROPERTY            ,41.0,36.0,31.0,27.0,34.0,36.0,19.0,26.0,21.0,11.0,4.0,8.0,9.0,5.0,14.0,21.0
199,40,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,62.0,68.0,94.0,102.0,151.0,159.0,177.0,195.0,202.0,126.0,115.0,85.0,153.0,192.0,183.0,279.0
200,40,ARSON                                 ,73.0,61.0,42.0,41.0,53.0,46.0,50.0,52.0,61.0,51.0,58.0,78.0,50.0,60.0,56.0,50.0
201,40,FELONY SEX CRIMES (3),29.0,31.0,18.0,25.0,23.0,25.0,22.0,12.0,22.0,10.0,19.0,15.0,14.0,28.0,27.0,24.0
202,40,FELONY DANGEROUS DRUGS  (1),1196.0,1054.0,1215.0,904.0,882.0,911.0,1072.0,1105.0,1303.0,1226.0,1220.0,1201.0,1063.0,841.0,828.0,763.0
203,40,FELONY DANGEROUS WEAPONS (2)        ,72.0,73.0,95.0,85.0,100.0,107.0,98.0,146.0,135.0,163.0,149.0,134.0,172.0,206.0,180.0,214.0
204,40,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,132.0,212.0,151.0,121.0,125.0,162.0,272.0,124.0,55.0,30.0,37.0,20.0,27.0,33.0,82.0,260.0
205,40,OTHER FELONIES (4),455.0,414.0,482.0,557.0,556.0,458.0,318.0,291.0,276.0,258.0,244.0,216.0,240.0,236.0,251.0,273.0
206,40,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,2060.0,1949.0,2128.0,1862.0,1924.0,1904.0,2028.0,1951.0,2075.0,1875.0,1846.0,1757.0,1728.0,1601.0,1621.0,1884.0
207,41,FELONY POSSESSION STOLEN PROPERTY            ,45.0,60.0,41.0,31.0,27.0,15.0,9.0,15.0,19.0,10.0,13.0,15.0,11.0,6.0,4.0,13.0
208,41,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,60.0,53.0,78.0,110.0,139.0,81.0,103.0,111.0,146.0,97.0,62.0,94.0,82.0,63.0,117.0,258.0
209,41,ARSON                                 ,136.0,86.0,46.0,26.0,15.0,27.0,22.0,25.0,33.0,26.0,20.0,22.0,15.0,36.0,20.0,23.0
210,41,FELONY SEX CRIMES (3),22.0,22.0,19.0,16.0,12.0,18.0,16.0,20.0,15.0,12.0,15.0,7.0,18.0,11.0,18.0,16.0
211,41,FELONY DANGEROUS DRUGS  (1),621.0,416.0,484.0,603.0,490.0,567.0,564.0,727.0,719.0,698.0,611.0,689.0,578.0,524.0,364.0,268.0
212,41,FELONY DANGEROUS WEAPONS (2)        ,37.0,40.0,37.0,32.0,24.0,29.0,30.0,46.0,59.0,62.0,61.0,52.0,55.0,45.0,76.0,82.0
213,41,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,194.0,241.0,161.0,153.0,121.0,92.0,128.0,91.0,57.0,41.0,65.0,76.0,151.0,163.0,100.0,81.0
214,41,OTHER FELONIES (4),809.0,677.0,635.0,622.0,536.0,311.0,269.0,319.0,308.0,293.0,282.0,392.0,336.0,429.0,117.0,122.0
215,41,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,1924.0,1595.0,1501.0,1593.0,1364.0,1140.0,1141.0,1354.0,1356.0,1239.0,1129.0,1347.0,1246.0,1277.0,816.0,863.0
216,42,FELONY POSSESSION STOLEN PROPERTY            ,56.0,44.0,37.0,31.0,18.0,18.0,12.0,12.0,14.0,11.0,8.0,11.0,3.0,6.0,8.0,6.0
217,42,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,67.0,38.0,37.0,52.0,76.0,127.0,110.0,111.0,145.0,76.0,69.0,69.0,71.0,89.0,82.0,119.0
218,42,ARSON                                 ,57.0,58.0,42.0,40.0,31.0,39.0,56.0,56.0,52.0,50.0,49.0,48.0,48.0,45.0,37.0,46.0
219,42,FELONY SEX CRIMES (3),29.0,31.0,35.0,40.0,24.0,15.0,20.0,18.0,20.0,12.0,17.0,17.0,26.0,15.0,19.0,21.0
220,42,FELONY DANGEROUS DRUGS  (1),821.0,737.0,631.0,489.0,492.0,464.0,592.0,712.0,728.0,803.0,646.0,616.0,494.0,445.0,425.0,349.0
221,42,FELONY DANGEROUS WEAPONS (2)        ,70.0,61.0,54.0,58.0,69.0,69.0,84.0,124.0,131.0,106.0,100.0,96.0,99.0,100.0,75.0,108.0
222,42,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,110.0,226.0,125.0,49.0,63.0,80.0,59.0,42.0,40.0,36.0,26.0,29.0,58.0,25.0,50.0,55.0
223,42,OTHER FELONIES (4),304.0,243.0,290.0,283.0,251.0,231.0,177.0,169.0,155.0,179.0,140.0,105.0,120.0,113.0,124.0,132.0
224,42,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,1514.0,1438.0,1251.0,1042.0,1024.0,1043.0,1110.0,1244.0,1285.0,1273.0,1055.0,991.0,919.0,838.0,820.0,836.0
225,43,FELONY POSSESSION STOLEN PROPERTY            ,47.0,44.0,51.0,23.0,34.0,25.0,13.0,11.0,22.0,17.0,11.0,11.0,10.0,11.0,12.0,8.0
226,43,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,122.0,97.0,79.0,119.0,228.0,223.0,194.0,194.0,241.0,199.0,166.0,240.0,281.0,226.0,183.0,205.0
227,43,ARSON                                 ,70.0,64.0,45.0,33.0,69.0,55.0,57.0,37.0,50.0,40.0,54.0,37.0,40.0,26.0,44.0,41.0
228,43,FELONY SEX CRIMES (3),44.0,49.0,40.0,39.0,31.0,34.0,32.0,26.0,26.0,26.0,31.0,20.0,28.0,29.0,25.0,36.0
229,43,FELONY DANGEROUS DRUGS  (1),871.0,899.0,877.0,694.0,653.0,718.0,739.0,824.0,631.0,598.0,560.0,435.0,370.0,507.0,419.0,303.0
230,43,FELONY DANGEROUS WEAPONS (2)        ,101.0,89.0,91.0,72.0,98.0,200.0,158.0,82.0,91.0,102.0,77.0,108.0,118.0,102.0,108.0,92.0
231,43,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,155.0,310.0,179.0,114.0,50.0,59.0,59.0,68.0,112.0,68.0,39.0,41.0,43.0,62.0,58.0,69.0
232,43,OTHER FELONIES (4),370.0,346.0,328.0,433.0,349.0,292.0,229.0,200.0,188.0,208.0,213.0,205.0,168.0,222.0,254.0,222.0
233,43,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,1780.0,1898.0,1690.0,1527.0,1512.0,1606.0,1481.0,1442.0,1361.0,1258.0,1151.0,1097.0,1058.0,1185.0,1103.0,976.0
234,44,FELONY POSSESSION STOLEN PROPERTY            ,98.0,82.0,94.0,65.0,58.0,50.0,36.0,30.0,24.0,14.0,17.0,15.0,8.0,10.0,22.0,12.0
235,44,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,119.0,204.0,256.0,249.0,290.0,192.0,166.0,225.0,259.0,213.0,206.0,238.0,212.0,159.0,205.0,224.0
236,44,ARSON                                 ,96.0,78.0,37.0,36.0,37.0,35.0,44.0,33.0,41.0,26.0,27.0,21.0,23.0,16.0,24.0,21.0
237,44,FELONY SEX CRIMES (3),50.0,73.0,36.0,30.0,26.0,32.0,23.0,40.0,19.0,25.0,25.0,21.0,27.0,28.0,23.0,26.0
238,44,FELONY DANGEROUS DRUGS  (1),1055.0,852.0,1137.0,1236.0,1136.0,1073.0,1215.0,1409.0,1316.0,1344.0,1028.0,1131.0,910.0,695.0,571.0,514.0
239,44,FELONY DANGEROUS WEAPONS (2)        ,109.0,133.0,109.0,105.0,105.0,104.0,116.0,125.0,138.0,129.0,170.0,159.0,166.0,134.0,135.0,94.0
240,44,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,282.0,478.0,324.0,95.0,40.0,39.0,56.0,47.0,49.0,55.0,35.0,43.0,62.0,67.0,114.0,119.0
241,44,OTHER FELONIES (4),447.0,376.0,401.0,474.0,243.0,200.0,209.0,199.0,235.0,169.0,221.0,192.0,186.0,208.0,209.0,162.0
242,44,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,2256.0,2276.0,2394.0,2290.0,1935.0,1725.0,1865.0,2108.0,2081.0,1975.0,1729.0,1820.0,1594.0,1317.0,1303.0,1172.0
243,45,FELONY POSSESSION STOLEN PROPERTY            ,20.0,22.0,28.0,15.0,19.0,14.0,6.0,10.0,6.0,8.0,6.0,10.0,4.0,4.0,6.0,6.0
244,45,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,39.0,37.0,45.0,83.0,178.0,139.0,140.0,128.0,182.0,133.0,136.0,170.0,121.0,104.0,117.0,114.0
245,45,ARSON                                 ,57.0,47.0,19.0,21.0,37.0,27.0,34.0,27.0,42.0,29.0,17.0,12.0,8.0,12.0,16.0,15.0
246,45,FELONY SEX CRIMES (3),31.0,26.0,18.0,17.0,9.0,13.0,9.0,10.0,7.0,10.0,6.0,7.0,2.0,8.0,10.0,14.0
247,45,FELONY DANGEROUS DRUGS  (1),51.0,85.0,98.0,62.0,105.0,103.0,144.0,192.0,140.0,115.0,108.0,124.0,95.0,48.0,59.0,52.0
248,45,FELONY DANGEROUS WEAPONS (2)        ,30.0,19.0,21.0,13.0,12.0,47.0,33.0,33.0,36.0,51.0,44.0,36.0,29.0,21.0,16.0,16.0
249,45,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,71.0,208.0,191.0,79.0,63.0,59.0,65.0,37.0,45.0,44.0,46.0,48.0,52.0,39.0,67.0,47.0
250,45,OTHER FELONIES (4),157.0,125.0,110.0,173.0,123.0,143.0,92.0,122.0,110.0,97.0,89.0,74.0,69.0,70.0,72.0,78.0
251,45,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,456.0,569.0,530.0,463.0,546.0,545.0,523.0,559.0,568.0,487.0,452.0,481.0,380.0,306.0,363.0,342.0
252,46,FELONY POSSESSION STOLEN PROPERTY            ,51.0,81.0,86.0,42.0,30.0,43.0,25.0,25.0,18.0,15.0,13.0,23.0,12.0,11.0,21.0,4.0
253,46,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,116.0,289.0,308.0,295.0,228.0,295.0,305.0,277.0,244.0,190.0,170.0,156.0,166.0,138.0,184.0,188.0
254,46,ARSON                                 ,76.0,70.0,49.0,35.0,42.0,49.0,47.0,33.0,35.0,27.0,47.0,45.0,27.0,18.0,19.0,27.0
255,46,FELONY SEX CRIMES (3),46.0,48.0,40.0,38.0,30.0,27.0,29.0,36.0,21.0,23.0,23.0,27.0,28.0,20.0,19.0,19.0
256,46,FELONY DANGEROUS DRUGS  (1),1849.0,1816.0,1707.0,1353.0,1216.0,1526.0,1516.0,1544.0,1668.0,1291.0,989.0,933.0,909.0,791.0,840.0,620.0
257,46,FELONY DANGEROUS WEAPONS (2)        ,129.0,157.0,138.0,130.0,119.0,141.0,154.0,172.0,117.0,125.0,114.0,126.0,89.0,81.0,105.0,95.0
258,46,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,142.0,259.0,200.0,75.0,39.0,38.0,35.0,37.0,71.0,43.0,46.0,44.0,28.0,65.0,194.0,184.0
259,46,OTHER FELONIES (4),308.0,260.0,329.0,294.0,241.0,253.0,218.0,234.0,224.0,176.0,141.0,159.0,146.0,201.0,181.0,197.0
260,46,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,2717.0,2980.0,2857.0,2262.0,1945.0,2372.0,2329.0,2358.0,2398.0,1890.0,1543.0,1513.0,1405.0,1325.0,1563.0,1334.0
261,47,FELONY POSSESSION STOLEN PROPERTY            ,51.0,60.0,44.0,59.0,36.0,26.0,30.0,25.0,27.0,15.0,16.0,12.0,14.0,6.0,11.0,29.0
262,47,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,79.0,90.0,79.0,96.0,237.0,181.0,131.0,162.0,116.0,61.0,110.0,79.0,168.0,131.0,123.0,159.0
263,47,ARSON                                 ,42.0,45.0,26.0,27.0,42.0,42.0,45.0,35.0,48.0,42.0,39.0,33.0,26.0,23.0,29.0,29.0
264,47,FELONY SEX CRIMES (3),43.0,43.0,23.0,20.0,39.0,21.0,11.0,19.0,23.0,10.0,15.0,17.0,17.0,15.0,17.0,25.0
265,47,FELONY DANGEROUS DRUGS  (1),824.0,657.0,616.0,591.0,542.0,492.0,543.0,761.0,633.0,560.0,440.0,289.0,297.0,278.0,342.0,247.0
266,47,FELONY DANGEROUS WEAPONS (2)        ,86.0,122.0,90.0,88.0,133.0,132.0,120.0,121.0,170.0,142.0,123.0,108.0,114.0,155.0,139.0,111.0
267,47,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,115.0,129.0,63.0,37.0,56.0,55.0,52.0,55.0,44.0,42.0,43.0,45.0,45.0,58.0,54.0,71.0
268,47,OTHER FELONIES (4),311.0,278.0,219.0,193.0,166.0,169.0,165.0,186.0,153.0,156.0,134.0,131.0,133.0,125.0,160.0,171.0
269,47,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,1551.0,1424.0,1160.0,1111.0,1251.0,1118.0,1097.0,1364.0,1214.0,1028.0,920.0,714.0,814.0,791.0,875.0,842.0
270,48,FELONY POSSESSION STOLEN PROPERTY            ,47.0,37.0,51.0,40.0,18.0,11.0,16.0,25.0,18.0,11.0,18.0,14.0,13.0,10.0,6.0,6.0
271,48,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,77.0,96.0,99.0,115.0,233.0,124.0,98.0,112.0,148.0,133.0,126.0,84.0,76.0,73.0,45.0,86.0
272,48,ARSON                                 ,90.0,53.0,26.0,36.0,51.0,53.0,47.0,34.0,44.0,41.0,37.0,33.0,33.0,28.0,43.0,30.0
273,48,FELONY SEX CRIMES (3),39.0,31.0,26.0,30.0,14.0,16.0,14.0,21.0,11.0,12.0,22.0,15.0,19.0,15.0,14.0,15.0
274,48,FELONY DANGEROUS DRUGS  (1),1188.0,1017.0,698.0,609.0,755.0,745.0,794.0,969.0,979.0,1052.0,931.0,748.0,814.0,795.0,499.0,534.0
275,48,FELONY DANGEROUS WEAPONS (2)        ,62.0,79.0,57.0,33.0,39.0,48.0,81.0,95.0,120.0,186.0,207.0,163.0,137.0,96.0,104.0,76.0
276,48,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,112.0,211.0,128.0,115.0,162.0,98.0,54.0,52.0,28.0,55.0,65.0,82.0,41.0,57.0,82.0,130.0
277,48,OTHER FELONIES (4),234.0,223.0,187.0,219.0,184.0,119.0,108.0,146.0,134.0,141.0,196.0,158.0,141.0,134.0,148.0,115.0
278,48,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,1849.0,1747.0,1272.0,1197.0,1456.0,1214.0,1212.0,1454.0,1482.0,1631.0,1602.0,1297.0,1274.0,1208.0,941.0,992.0
279,49,FELONY POSSESSION STOLEN PROPERTY            ,12.0,14.0,21.0,16.0,14.0,11.0,7.0,7.0,9.0,3.0,4.0,3.0,10.0,3.0,12.0,7.0
280,49,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,37.0,63.0,51.0,78.0,96.0,81.0,89.0,101.0,137.0,103.0,101.0,77.0,97.0,101.0,120.0,106.0
281,49,ARSON                                 ,33.0,25.0,16.0,15.0,21.0,25.0,17.0,31.0,28.0,21.0,21.0,19.0,19.0,10.0,17.0,10.0
282,49,FELONY SEX CRIMES (3),21.0,13.0,22.0,12.0,16.0,9.0,9.0,12.0,12.0,9.0,19.0,10.0,8.0,9.0,16.0,19.0
283,49,FELONY DANGEROUS DRUGS  (1),81.0,144.0,95.0,87.0,78.0,116.0,177.0,182.0,137.0,163.0,192.0,139.0,188.0,157.0,196.0,144.0
284,49,FELONY DANGEROUS WEAPONS (2)        ,26.0,20.0,17.0,21.0,25.0,18.0,22.0,32.0,23.0,36.0,44.0,44.0,42.0,48.0,40.0,50.0
285,49,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,257.0,245.0,221.0,111.0,103.0,56.0,39.0,44.0,45.0,48.0,66.0,45.0,58.0,29.0,66.0,70.0
286,49,OTHER FELONIES (4),178.0,143.0,174.0,93.0,90.0,62.0,106.0,94.0,82.0,101.0,114.0,70.0,78.0,72.0,86.0,105.0
287,49,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,645.0,667.0,617.0,433.0,443.0,378.0,466.0,503.0,473.0,484.0,561.0,407.0,500.0,429.0,553.0,511.0
288,50,FELONY POSSESSION STOLEN PROPERTY            ,22.0,19.0,20.0,15.0,15.0,12.0,12.0,12.0,12.0,9.0,7.0,6.0,0.0,1.0,6.0,6.0
289,50,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,47.0,27.0,30.0,87.0,83.0,84.0,68.0,114.0,134.0,159.0,112.0,76.0,95.0,72.0,82.0,79.0
290,50,ARSON                                 ,24.0,26.0,2.0,7.0,18.0,10.0,16.0,13.0,19.0,22.0,17.0,4.0,12.0,7.0,10.0,5.0
291,50,FELONY SEX CRIMES (3),34.0,15.0,15.0,14.0,12.0,8.0,8.0,12.0,9.0,5.0,8.0,9.0,13.0,8.0,9.0,9.0
292,50,FELONY DANGEROUS DRUGS  (1),83.0,80.0,70.0,99.0,58.0,109.0,109.0,210.0,168.0,151.0,99.0,129.0,118.0,118.0,103.0,145.0
293,50,FELONY DANGEROUS WEAPONS (2)        ,24.0,37.0,19.0,12.0,22.0,26.0,18.0,29.0,24.0,59.0,20.0,13.0,26.0,19.0,21.0,21.0
294,50,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,134.0,180.0,125.0,73.0,112.0,115.0,127.0,129.0,97.0,102.0,74.0,100.0,87.0,78.0,91.0,93.0
295,50,OTHER FELONIES (4),123.0,88.0,84.0,113.0,85.0,68.0,47.0,47.0,65.0,65.0,49.0,45.0,36.0,41.0,55.0,39.0
296,50,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,491.0,472.0,365.0,420.0,405.0,432.0,405.0,566.0,528.0,572.0,386.0,382.0,387.0,344.0,377.0,397.0
297,52,FELONY POSSESSION STOLEN PROPERTY            ,70.0,47.0,39.0,41.0,31.0,40.0,23.0,18.0,28.0,11.0,12.0,29.0,11.0,10.0,10.0,12.0
298,52,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,202.0,169.0,124.0,132.0,189.0,196.0,223.0,292.0,220.0,189.0,146.0,228.0,382.0,255.0,268.0,222.0
299,52,ARSON                                 ,49.0,42.0,22.0,29.0,30.0,33.0,38.0,21.0,27.0,25.0,16.0,17.0,22.0,14.0,10.0,12.0
300,52,FELONY SEX CRIMES (3),41.0,47.0,36.0,43.0,25.0,21.0,14.0,20.0,18.0,27.0,16.0,20.0,19.0,21.0,23.0,21.0
301,52,FELONY DANGEROUS DRUGS  (1),1146.0,789.0,720.0,690.0,741.0,882.0,1008.0,1171.0,1061.0,1073.0,954.0,741.0,777.0,768.0,580.0,455.0
302,52,FELONY DANGEROUS WEAPONS (2)        ,76.0,68.0,79.0,55.0,79.0,63.0,97.0,100.0,113.0,144.0,170.0,145.0,114.0,134.0,110.0,105.0
303,52,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,251.0,223.0,118.0,120.0,131.0,89.0,102.0,116.0,119.0,91.0,100.0,80.0,95.0,92.0,101.0,133.0
304,52,OTHER FELONIES (4),266.0,280.0,208.0,258.0,314.0,247.0,227.0,233.0,257.0,243.0,219.0,188.0,151.0,145.0,191.0,174.0
